"näringsgren SNI 2007","år","tabellinnehåll","Basfakta företag enligt Företagens ekonomi"
"63.11 databehandling, hosting o.d.","2023","Summa tillgångar, mnkr",141964
"63.11 databehandling, hosting o.d.","2023","Bruttoinvesteringar, mnkr",6128
"63.11 databehandling, hosting o.d.","2023","Nettoinvesteringar, mnkr",5934
"63.12 webbportaler","2022","Antal företag",857
"63.12 webbportaler","2022","Antal anställda",1941
"63.12 webbportaler","2022","Nettoomsättning, mnkr",5577
"63.12 webbportaler","2022","Förädlingsvärde, mnkr",2700
"63.12 webbportaler","2022","Summa tillgångar, mnkr",12308
"63.12 webbportaler","2022","Bruttoinvesteringar, mnkr",32
"63.12 webbportaler","2022","Nettoinvesteringar, mnkr",25
"63.12 webbportaler","2023","Antal företag",868
"63.12 webbportaler","2023","Antal anställda",1694
"63.12 webbportaler","2023","Nettoomsättning, mnkr",5633
"63.12 webbportaler","2023","Förädlingsvärde, mnkr",1620
"63.12 webbportaler","2023","Summa tillgångar, mnkr",8167
"63.12 webbportaler","2023","Bruttoinvesteringar, mnkr",45
"63.12 webbportaler","2023","Nettoinvesteringar, mnkr",38
"63.9 andra informationstjänster","2022","Antal företag",633
"63.9 andra informationstjänster","2022","Antal anställda",1182
"63.9 andra informationstjänster","2022","Nettoomsättning, mnkr",2327
"63.9 andra informationstjänster","2022","Förädlingsvärde, mnkr",1056
"63.9 andra informationstjänster","2022","Summa tillgångar, mnkr",2197
"63.9 andra informationstjänster","2022","Bruttoinvesteringar, mnkr",13
"63.9 andra informationstjänster","2022","Nettoinvesteringar, mnkr",12
"63.9 andra informationstjänster","2023","Antal företag",651
"63.9 andra informationstjänster","2023","Antal anställda",1162
"63.9 andra informationstjänster","2023","Nettoomsättning, mnkr",2607
"63.9 andra informationstjänster","2023","Förädlingsvärde, mnkr",1154
"63.9 andra informationstjänster","2023","Summa tillgångar, mnkr",2692
"63.9 andra informationstjänster","2023","Bruttoinvesteringar, mnkr",15
"63.9 andra informationstjänster","2023","Nettoinvesteringar, mnkr",14
"63.91 nyhetsservice","2022","Antal företag",133
"63.91 nyhetsservice","2022","Antal anställda",457
"63.91 nyhetsservice","2022","Nettoomsättning, mnkr",712
"63.91 nyhetsservice","2022","Förädlingsvärde, mnkr",426
"63.91 nyhetsservice","2022","Summa tillgångar, mnkr",630
"63.91 nyhetsservice","2022","Bruttoinvesteringar, mnkr",4
"63.91 nyhetsservice","2022","Nettoinvesteringar, mnkr",4
"63.91 nyhetsservice","2023","Antal företag",129
"63.91 nyhetsservice","2023","Antal anställda",447
"63.91 nyhetsservice","2023","Nettoomsättning, mnkr",832
"63.91 nyhetsservice","2023","Förädlingsvärde, mnkr",472
"63.91 nyhetsservice","2023","Summa tillgångar, mnkr",841
"63.91 nyhetsservice","2023","Bruttoinvesteringar, mnkr",10
"63.91 nyhetsservice","2023","Nettoinvesteringar, mnkr",10
"63.99 övriga informationstjänster","2022","Antal företag",500
"63.99 övriga informationstjänster","2022","Antal anställda",725
"63.99 övriga informationstjänster","2022","Nettoomsättning, mnkr",1615
"63.99 övriga informationstjänster","2022","Förädlingsvärde, mnkr",630
"63.99 övriga informationstjänster","2022","Summa tillgångar, mnkr",1567
"63.99 övriga informationstjänster","2022","Bruttoinvesteringar, mnkr",9
"63.99 övriga informationstjänster","2022","Nettoinvesteringar, mnkr",8
"63.99 övriga informationstjänster","2023","Antal företag",522
"63.99 övriga informationstjänster","2023","Antal anställda",715
"63.99 övriga informationstjänster","2023","Nettoomsättning, mnkr",1775
"63.99 övriga informationstjänster","2023","Förädlingsvärde, mnkr",682
"63.99 övriga informationstjänster","2023","Summa tillgångar, mnkr",1851
"63.99 övriga informationstjänster","2023","Bruttoinvesteringar, mnkr",5
"63.99 övriga informationstjänster","2023","Nettoinvesteringar, mnkr",4
"L-68 fastighetsverksamhet","2022","Antal företag",51145
"L-68 fastighetsverksamhet","2022","Antal anställda",59504
"L-68 fastighetsverksamhet","2022","Nettoomsättning, mnkr",417157
"L-68 fastighetsverksamhet","2022","Förädlingsvärde, mnkr",213357
"L-68 fastighetsverksamhet","2022","Summa tillgångar, mnkr",4265636
"L-68 fastighetsverksamhet","2022","Bruttoinvesteringar, mnkr",229511
"L-68 fastighetsverksamhet","2022","Nettoinvesteringar, mnkr",204344
"L-68 fastighetsverksamhet","2023","Antal företag",51545
"L-68 fastighetsverksamhet","2023","Antal anställda",60328
"L-68 fastighetsverksamhet","2023","Nettoomsättning, mnkr",436796
"L-68 fastighetsverksamhet","2023","Förädlingsvärde, mnkr",228710
"L-68 fastighetsverksamhet","2023","Summa tillgångar, mnkr",4235202
"L-68 fastighetsverksamhet","2023","Bruttoinvesteringar, mnkr",215417
"L-68 fastighetsverksamhet","2023","Nettoinvesteringar, mnkr",170160
"L-68 fastighetsverksamhet","2022","Antal företag",51145
"L-68 fastighetsverksamhet","2022","Antal anställda",59504
"L-68 fastighetsverksamhet","2022","Nettoomsättning, mnkr",417157
"L-68 fastighetsverksamhet","2022","Förädlingsvärde, mnkr",213357
"L-68 fastighetsverksamhet","2022","Summa tillgångar, mnkr",4265636
"L-68 fastighetsverksamhet","2022","Bruttoinvesteringar, mnkr",229511
"L-68 fastighetsverksamhet","2022","Nettoinvesteringar, mnkr",204344
"L-68 fastighetsverksamhet","2023","Antal företag",51545
"L-68 fastighetsverksamhet","2023","Antal anställda",60328
"L-68 fastighetsverksamhet","2023","Nettoomsättning, mnkr",436796
"L-68 fastighetsverksamhet","2023","Förädlingsvärde, mnkr",228710
"L-68 fastighetsverksamhet","2023","Summa tillgångar, mnkr",4235202
"L-68 fastighetsverksamhet","2023","Bruttoinvesteringar, mnkr",215417
"L-68 fastighetsverksamhet","2023","Nettoinvesteringar, mnkr",170160
"68 fastighetsverksamhet","2022","Antal företag",51145
"68 fastighetsverksamhet","2022","Antal anställda",59504
"68 fastighetsverksamhet","2022","Nettoomsättning, mnkr",417157
"68 fastighetsverksamhet","2022","Förädlingsvärde, mnkr",213357
"68 fastighetsverksamhet","2022","Summa tillgångar, mnkr",4265636
"68 fastighetsverksamhet","2022","Bruttoinvesteringar, mnkr",229511
"68 fastighetsverksamhet","2022","Nettoinvesteringar, mnkr",204344
"68 fastighetsverksamhet","2023","Antal företag",51545
"68 fastighetsverksamhet","2023","Antal anställda",60328
"68 fastighetsverksamhet","2023","Nettoomsättning, mnkr",436796
"68 fastighetsverksamhet","2023","Förädlingsvärde, mnkr",228710
"68 fastighetsverksamhet","2023","Summa tillgångar, mnkr",4235202
"68 fastighetsverksamhet","2023","Bruttoinvesteringar, mnkr",215417
"68 fastighetsverksamhet","2023","Nettoinvesteringar, mnkr",170160
"68 fastighetsverksamhet","2022","Antal företag",51145
"68 fastighetsverksamhet","2022","Antal anställda",59504
"68 fastighetsverksamhet","2022","Nettoomsättning, mnkr",417157
"68 fastighetsverksamhet","2022","Förädlingsvärde, mnkr",213357
"68 fastighetsverksamhet","2022","Summa tillgångar, mnkr",4265636
"68 fastighetsverksamhet","2022","Bruttoinvesteringar, mnkr",229511
"68 fastighetsverksamhet","2022","Nettoinvesteringar, mnkr",204344
"68 fastighetsverksamhet","2023","Antal företag",51545
"68 fastighetsverksamhet","2023","Antal anställda",60328
"68 fastighetsverksamhet","2023","Nettoomsättning, mnkr",436796
"68 fastighetsverksamhet","2023","Förädlingsvärde, mnkr",228710
"68 fastighetsverksamhet","2023","Summa tillgångar, mnkr",4235202
"68 fastighetsverksamhet","2023","Bruttoinvesteringar, mnkr",215417
"68 fastighetsverksamhet","2023","Nettoinvesteringar, mnkr",170160
"68.1 handel med egna fastigheter","2022","Antal företag",666
"68.1 handel med egna fastigheter","2022","Antal anställda",358
"68.1 handel med egna fastigheter","2022","Nettoomsättning, mnkr",3337
"68.1 handel med egna fastigheter","2022","Förädlingsvärde, mnkr",1144
"68.1 handel med egna fastigheter","2022","Summa tillgångar, mnkr",36996
"68.1 handel med egna fastigheter","2022","Bruttoinvesteringar, mnkr",990
"68.1 handel med egna fastigheter","2022","Nettoinvesteringar, mnkr",817
"68.1 handel med egna fastigheter","2023","Antal företag",667
"68.1 handel med egna fastigheter","2023","Antal anställda",413
"68.1 handel med egna fastigheter","2023","Nettoomsättning, mnkr",3818
"68.1 handel med egna fastigheter","2023","Förädlingsvärde, mnkr",1439
"68.1 handel med egna fastigheter","2023","Summa tillgångar, mnkr",44553
"68.1 handel med egna fastigheter","2023","Bruttoinvesteringar, mnkr",2537
"68.1 handel med egna fastigheter","2023","Nettoinvesteringar, mnkr",2309
"68.10 handel med egna fastigheter","2022","Antal företag",666
"68.10 handel med egna fastigheter","2022","Antal anställda",358
"68.10 handel med egna fastigheter","2022","Nettoomsättning, mnkr",3337
"68.10 handel med egna fastigheter","2022","Förädlingsvärde, mnkr",1144
"68.10 handel med egna fastigheter","2022","Summa tillgångar, mnkr",36996
"68.10 handel med egna fastigheter","2022","Bruttoinvesteringar, mnkr",990
"68.10 handel med egna fastigheter","2022","Nettoinvesteringar, mnkr",817
"68.10 handel med egna fastigheter","2023","Antal företag",667
"68.10 handel med egna fastigheter","2023","Antal anställda",413
"68.10 handel med egna fastigheter","2023","Nettoomsättning, mnkr",3818
"68.10 handel med egna fastigheter","2023","Förädlingsvärde, mnkr",1439
"68.10 handel med egna fastigheter","2023","Summa tillgångar, mnkr",44553
"68.10 handel med egna fastigheter","2023","Bruttoinvesteringar, mnkr",2537
"68.10 handel med egna fastigheter","2023","Nettoinvesteringar, mnkr",2309
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Antal företag",42907
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Antal anställda",36755
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Nettoomsättning, mnkr",345310
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Förädlingsvärde, mnkr",180484
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Summa tillgångar, mnkr",3705407
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Bruttoinvesteringar, mnkr",213972
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Nettoinvesteringar, mnkr",190414
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Antal företag",43215
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Antal anställda",38001
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Nettoomsättning, mnkr",362595
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Förädlingsvärde, mnkr",194881
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Summa tillgångar, mnkr",3696927
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Bruttoinvesteringar, mnkr",199113
"68.2 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Nettoinvesteringar, mnkr",156540
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Antal företag",42907
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Antal anställda",36755
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Nettoomsättning, mnkr",345310
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Förädlingsvärde, mnkr",180484
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Summa tillgångar, mnkr",3705407
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Bruttoinvesteringar, mnkr",213972
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2022","Nettoinvesteringar, mnkr",190414
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Antal företag",43215
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Antal anställda",38001
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Nettoomsättning, mnkr",362595
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Förädlingsvärde, mnkr",194881
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Summa tillgångar, mnkr",3696927
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Bruttoinvesteringar, mnkr",199113
"68.20 uthyrning och förvaltning av egna eller arrenderade fastigheter","2023","Nettoinvesteringar, mnkr",156540
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2022","Antal företag",7572
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2022","Antal anställda",22391
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2022","Nettoomsättning, mnkr",68510
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2022","Förädlingsvärde, mnkr",31730
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2022","Summa tillgångar, mnkr",523233
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2022","Bruttoinvesteringar, mnkr",14548
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2022","Nettoinvesteringar, mnkr",13113
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2023","Antal företag",7663
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2023","Antal anställda",21914
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2023","Nettoomsättning, mnkr",70383
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2023","Förädlingsvärde, mnkr",32390
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2023","Summa tillgångar, mnkr",493721
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2023","Bruttoinvesteringar, mnkr",13766
"68.3 fastighetsförmedling och fastighetsförvaltning på uppdrag","2023","Nettoinvesteringar, mnkr",11311
"68.31 fastighetsförmedling","2022","Antal företag",4937
"68.31 fastighetsförmedling","2022","Antal anställda",8407
"68.31 fastighetsförmedling","2022","Nettoomsättning, mnkr",18868
"68.31 fastighetsförmedling","2022","Förädlingsvärde, mnkr",9699
"68.31 fastighetsförmedling","2022","Summa tillgångar, mnkr",43313
"68.31 fastighetsförmedling","2022","Bruttoinvesteringar, mnkr",1262
"68.31 fastighetsförmedling","2022","Nettoinvesteringar, mnkr",1149
"68.31 fastighetsförmedling","2023","Antal företag",4961
"68.31 fastighetsförmedling","2023","Antal anställda",7469
"68.31 fastighetsförmedling","2023","Nettoomsättning, mnkr",16456
"68.31 fastighetsförmedling","2023","Förädlingsvärde, mnkr",7588
"68.31 fastighetsförmedling","2023","Summa tillgångar, mnkr",45777
"68.31 fastighetsförmedling","2023","Bruttoinvesteringar, mnkr",751
"68.31 fastighetsförmedling","2023","Nettoinvesteringar, mnkr",212
"68.32 fastighetsförvaltning på uppdrag","2022","Antal företag",2635
"68.32 fastighetsförvaltning på uppdrag","2022","Antal anställda",13984
"68.32 fastighetsförvaltning på uppdrag","2022","Nettoomsättning, mnkr",49642
"68.32 fastighetsförvaltning på uppdrag","2022","Förädlingsvärde, mnkr",22030
"68.32 fastighetsförvaltning på uppdrag","2022","Summa tillgångar, mnkr",479920
"68.32 fastighetsförvaltning på uppdrag","2022","Bruttoinvesteringar, mnkr",13286
"68.32 fastighetsförvaltning på uppdrag","2022","Nettoinvesteringar, mnkr",11964
"68.32 fastighetsförvaltning på uppdrag","2023","Antal företag",2702
"68.32 fastighetsförvaltning på uppdrag","2023","Antal anställda",14445
"68.32 fastighetsförvaltning på uppdrag","2023","Nettoomsättning, mnkr",53926
"68.32 fastighetsförvaltning på uppdrag","2023","Förädlingsvärde, mnkr",24802
"68.32 fastighetsförvaltning på uppdrag","2023","Summa tillgångar, mnkr",447944
"68.32 fastighetsförvaltning på uppdrag","2023","Bruttoinvesteringar, mnkr",13015
"68.32 fastighetsförvaltning på uppdrag","2023","Nettoinvesteringar, mnkr",11099
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2022","Antal företag",176541
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2022","Antal anställda",272069
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2022","Nettoomsättning, mnkr",680454
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2022","Förädlingsvärde, mnkr",293253
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2022","Summa tillgångar, mnkr",2371870
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2022","Bruttoinvesteringar, mnkr",21613
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2022","Nettoinvesteringar, mnkr",19036
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2023","Antal företag",183515
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2023","Antal anställda",276901
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2023","Nettoomsättning, mnkr",723754
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2023","Förädlingsvärde, mnkr",324141
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2023","Summa tillgångar, mnkr",2826585
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2023","Bruttoinvesteringar, mnkr",31781
"M-69-75 verksamhet inom juridik, ekonomi, vetenskap och teknik","2023","Nettoinvesteringar, mnkr",26788
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2022","Antal företag",131620
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2022","Antal anställda",208206
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2022","Nettoomsättning, mnkr",487467
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2022","Förädlingsvärde, mnkr",233068
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2022","Summa tillgångar, mnkr",2092347
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2022","Bruttoinvesteringar, mnkr",16698
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2022","Nettoinvesteringar, mnkr",14628
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2023","Antal företag",137357
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2023","Antal anställda",212809
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2023","Nettoomsättning, mnkr",520465
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2023","Förädlingsvärde, mnkr",258719
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2023","Summa tillgångar, mnkr",2487789
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2023","Bruttoinvesteringar, mnkr",24927
"MA-69-71 juridisk och ekonomisk konsultverksamhet; management; arkitekt- och teknisk konsultverksamhet; teknisk proving och analys","2023","Nettoinvesteringar, mnkr",21076
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Antal företag",94678
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Antal anställda",104073
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Nettoomsättning, mnkr",258352
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Förädlingsvärde, mnkr",135790
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Summa tillgångar, mnkr",1602781
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Bruttoinvesteringar, mnkr",9082
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Nettoinvesteringar, mnkr",7919
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Antal företag",99237
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Antal anställda",108265
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Nettoomsättning, mnkr",297888
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Förädlingsvärde, mnkr",146822
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Summa tillgångar, mnkr",2086539
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Bruttoinvesteringar, mnkr",14665
"69-70 juridisk och ekonomisk konsultverksamhet; verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Nettoinvesteringar, mnkr",12593
"69 juridisk och ekonomisk konsultverksamhet","2022","Antal företag",29153
"69 juridisk och ekonomisk konsultverksamhet","2022","Antal anställda",47220
"69 juridisk och ekonomisk konsultverksamhet","2022","Nettoomsättning, mnkr",88770
"69 juridisk och ekonomisk konsultverksamhet","2022","Förädlingsvärde, mnkr",60276
"69 juridisk och ekonomisk konsultverksamhet","2022","Summa tillgångar, mnkr",123566
"69 juridisk och ekonomisk konsultverksamhet","2022","Bruttoinvesteringar, mnkr",1888
"69 juridisk och ekonomisk konsultverksamhet","2022","Nettoinvesteringar, mnkr",1548
"69 juridisk och ekonomisk konsultverksamhet","2023","Antal företag",30016
"69 juridisk och ekonomisk konsultverksamhet","2023","Antal anställda",48394
"69 juridisk och ekonomisk konsultverksamhet","2023","Nettoomsättning, mnkr",96389
"69 juridisk och ekonomisk konsultverksamhet","2023","Förädlingsvärde, mnkr",64815
"69 juridisk och ekonomisk konsultverksamhet","2023","Summa tillgångar, mnkr",138965
"69 juridisk och ekonomisk konsultverksamhet","2023","Bruttoinvesteringar, mnkr",2166
"69 juridisk och ekonomisk konsultverksamhet","2023","Nettoinvesteringar, mnkr",1437
"69.1 juridisk verksamhet","2022","Antal företag",6717
"69.1 juridisk verksamhet","2022","Antal anställda",13109
"69.1 juridisk verksamhet","2022","Nettoomsättning, mnkr",33262
"69.1 juridisk verksamhet","2022","Förädlingsvärde, mnkr",22682
"69.1 juridisk verksamhet","2022","Summa tillgångar, mnkr",51292
"69.1 juridisk verksamhet","2022","Bruttoinvesteringar, mnkr",610
"69.1 juridisk verksamhet","2022","Nettoinvesteringar, mnkr",541
"69.1 juridisk verksamhet","2023","Antal företag",6905
"69.1 juridisk verksamhet","2023","Antal anställda",13096
"69.1 juridisk verksamhet","2023","Nettoomsättning, mnkr",36365
"69.1 juridisk verksamhet","2023","Förädlingsvärde, mnkr",24155
"69.1 juridisk verksamhet","2023","Summa tillgångar, mnkr",54321
"69.1 juridisk verksamhet","2023","Bruttoinvesteringar, mnkr",921
"69.1 juridisk verksamhet","2023","Nettoinvesteringar, mnkr",525
"69.10 juridisk verksamhet","2022","Antal företag",6717
"69.10 juridisk verksamhet","2022","Antal anställda",13109
"69.10 juridisk verksamhet","2022","Nettoomsättning, mnkr",33262
"69.10 juridisk verksamhet","2022","Förädlingsvärde, mnkr",22682
"69.10 juridisk verksamhet","2022","Summa tillgångar, mnkr",51292
"69.10 juridisk verksamhet","2022","Bruttoinvesteringar, mnkr",610
"69.10 juridisk verksamhet","2022","Nettoinvesteringar, mnkr",541
"69.10 juridisk verksamhet","2023","Antal företag",6905
"69.10 juridisk verksamhet","2023","Antal anställda",13096
"69.10 juridisk verksamhet","2023","Nettoomsättning, mnkr",36365
"69.10 juridisk verksamhet","2023","Förädlingsvärde, mnkr",24155
"69.10 juridisk verksamhet","2023","Summa tillgångar, mnkr",54321
"69.10 juridisk verksamhet","2023","Bruttoinvesteringar, mnkr",921
"69.10 juridisk verksamhet","2023","Nettoinvesteringar, mnkr",525
"69.2 redovisning och bokföring, revision, skatterådgivning","2022","Antal företag",22436
"69.2 redovisning och bokföring, revision, skatterådgivning","2022","Antal anställda",34111
"69.2 redovisning och bokföring, revision, skatterådgivning","2022","Nettoomsättning, mnkr",55508
"69.2 redovisning och bokföring, revision, skatterådgivning","2022","Förädlingsvärde, mnkr",37594
"69.2 redovisning och bokföring, revision, skatterådgivning","2022","Summa tillgångar, mnkr",72273
"69.2 redovisning och bokföring, revision, skatterådgivning","2022","Bruttoinvesteringar, mnkr",1277
"69.2 redovisning och bokföring, revision, skatterådgivning","2022","Nettoinvesteringar, mnkr",1007
"69.2 redovisning och bokföring, revision, skatterådgivning","2023","Antal företag",23111
"69.2 redovisning och bokföring, revision, skatterådgivning","2023","Antal anställda",35298
"69.2 redovisning och bokföring, revision, skatterådgivning","2023","Nettoomsättning, mnkr",60025
"69.2 redovisning och bokföring, revision, skatterådgivning","2023","Förädlingsvärde, mnkr",40660
"69.2 redovisning och bokföring, revision, skatterådgivning","2023","Summa tillgångar, mnkr",84644
"69.2 redovisning och bokföring, revision, skatterådgivning","2023","Bruttoinvesteringar, mnkr",1245
"69.2 redovisning och bokföring, revision, skatterådgivning","2023","Nettoinvesteringar, mnkr",912
"69.20 redovisning och bokföring, revision, skatterådgivning","2022","Antal företag",22436
"69.20 redovisning och bokföring, revision, skatterådgivning","2022","Antal anställda",34111
"69.20 redovisning och bokföring, revision, skatterådgivning","2022","Nettoomsättning, mnkr",55508
"69.20 redovisning och bokföring, revision, skatterådgivning","2022","Förädlingsvärde, mnkr",37594
"69.20 redovisning och bokföring, revision, skatterådgivning","2022","Summa tillgångar, mnkr",72273
"69.20 redovisning och bokföring, revision, skatterådgivning","2022","Bruttoinvesteringar, mnkr",1277
"69.20 redovisning och bokföring, revision, skatterådgivning","2022","Nettoinvesteringar, mnkr",1007
"69.20 redovisning och bokföring, revision, skatterådgivning","2023","Antal företag",23111
"69.20 redovisning och bokföring, revision, skatterådgivning","2023","Antal anställda",35298
"69.20 redovisning och bokföring, revision, skatterådgivning","2023","Nettoomsättning, mnkr",60025
"69.20 redovisning och bokföring, revision, skatterådgivning","2023","Förädlingsvärde, mnkr",40660
"69.20 redovisning och bokföring, revision, skatterådgivning","2023","Summa tillgångar, mnkr",84644
"69.20 redovisning och bokföring, revision, skatterådgivning","2023","Bruttoinvesteringar, mnkr",1245
"69.20 redovisning och bokföring, revision, skatterådgivning","2023","Nettoinvesteringar, mnkr",912
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Antal företag",65525
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Antal anställda",56853
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Nettoomsättning, mnkr",169582
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Förädlingsvärde, mnkr",75514
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Summa tillgångar, mnkr",1479215
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Bruttoinvesteringar, mnkr",7195
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2022","Nettoinvesteringar, mnkr",6371
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Antal företag",69221
